REDAME_file,Heading,Contents,Codes with >= 2 votes
https://github.com/randhika/LOST,## Install,"  Download Jar Download the latest JAR. Maven Include dependency using Maven. <dependency>
  <groupId>com.mapzen.android</groupId>
  <artifactId>lost</artifactId>
  <version>1.0.1</version>
</dependency> Gradle Include dependency using Gradle. compile 'com.mapzen.android:lost:1.0.1'",3
https://github.com/dhaval2025/RoaringBitmap,# RoaringBitmap [![Build Status](https://travis-ci.org/lemire/RoaringBitmap.png)](https://travis-ci.org/lemire/RoaringBitmap)," Bitsets, also called bitmaps, are commonly used as fast data structures.
Unfortunately, they can use too much memory. To compensate, we often use
compressed bitmaps. Roaring bitmaps are compressed bitmaps which tend to outperform conventional
compressed bitmaps such as WAH, EWAH or Concise. In some instances, roaring bitmaps can
be hundreds of times faster and they often offer significantly better compression.
They can even be faster than uncompressed bitmaps. This library is used by Apache Spark (https://spark.apache.org/) and
Druid.io (http://druid.io/). Apache Lucene (http://lucene.apache.org/) uses  Roaring bitmaps, though they have their own independent implementation. (c) 2013-2015 Daniel Lemire, Owen Kaser, Samy Chambi, Jon Alvarado, Rory Graves, Björn Sperber, Seth Pellegrino, Borislav Ivanov, Gregory Ssi-Yan-Kai This code is licensed under Apache License, Version 2.0 (ASL2.0).",1256
https://github.com/dhaval2025/RoaringBitmap,## API docs,  http://lemire.me/docs/RoaringBitmap/,6
https://github.com/dhaval2025/RoaringBitmap,## Scientific Documentation,"  Samy Chambi, Daniel Lemire, Owen Kaser, Robert Godin,
Better bitmap performance with Roaring bitmaps,
Software: Practice and Experience (to appear)
http://arxiv.org/abs/1402.6407 This paper used data from http://lemire.me/data/realroaring2014.html",6
https://github.com/dhaval2025/RoaringBitmap,## Code sample,"      import org.roaringbitmap.*;
    
    //...
    
    RoaringBitmap rr = RoaringBitmap.bitmapOf(1,2,3,1000);
    RoaringBitmap rr2 = new RoaringBitmap();
    for(int k = 4000; k<4255;++k) rr2.add(k);
    
    RoaringBitmap rror = RoaringBitmap.or(rr, rr2);
 Please see the examples folder for more examples.",3
https://github.com/dhaval2025/RoaringBitmap,## Working with memory-mapped bitmaps,"  If you want to have your bitmaps lie in memory-mapped files, you can
use the org.roaringbitmap.buffer package instead. The following code sample illustrates how to create an ImmutableRoaringBitmap
from a ByteBuffer. In such instances, the constructor only loads the meta-data
in RAM while the actual data is accessed from the ByteBuffer on demand.     import org.roaringbitmap.buffer.*;
    
    //...
    
    MutableRoaringBitmap rr1 = MutableRoaringBitmap.bitmapOf(1, 2, 3, 1000);
    MutableRoaringBitmap rr2 = MutableRoaringBitmap.bitmapOf( 2, 3, 1010);
    ByteArrayOutputStream bos = new ByteArrayOutputStream();
    DataOutputStream dos = new DataOutputStream(bos);
    rr1.serialize(dos);
    rr2.serialize(dos);
    dos.close();
    ByteBuffer bb = ByteBuffer.wrap(bos.toByteArray());
    ImmutableRoaringBitmap rrback1 = new ImmutableRoaringBitmap(bb);
    bb.position(bb.position() + rrback1.serializedSizeInBytes());
    ImmutableRoaringBitmap rrback2 = new ImmutableRoaringBitmap(bb);
 Operations on an ImmutableRoaringBitmap such as and, or, xor, flip, will
generate a RoaringBitmap which lies in RAM. As the name suggest, the
ImmutableRoaringBitmap itself cannot be modified. This design was inspired by druid.io. One can find a complete working example in the test file TestMemoryMapping.java. Note that you should not mix the classes from the org.roaringbitmap package with the classes
from the org.roaringbitmap.buffer package. They are incompatible. They serialize to the same output however.",3
https://github.com/dhaval2025/RoaringBitmap,## Download,"  You can download releases from the Maven repository:
http://central.maven.org/maven2/org/roaringbitmap/RoaringBitmap/ or from github:
https://github.com/lemire/RoaringBitmap/releases",3
https://github.com/dhaval2025/RoaringBitmap,## Maven repository,"  If your project depends on roaring, you  can  specify the dependency in the Maven ""pom.xml"" file:     <dependencies>
      <dependency>
        <groupId>org.roaringbitmap</groupId>
        <artifactId>RoaringBitmap</artifactId>
        <version>0.4.9</version>
      </dependency>
    </dependencies>
 where you should replace the version number by the version you require.",3
https://github.com/dhaval2025/RoaringBitmap,## Usage,"  

Get java


Get maven 2


mvn compile will compile


mvn test will run the unit tests


mvn package will package in a jar (found in target)

",3
https://github.com/dhaval2025/RoaringBitmap,## Benchmark,"  To run JMH benchmarks, use the following command:      $ ./jmh/run.sh
 You can also run specific benchmarks...      $ ./jmh/run.sh org.roaringbitmap.aggregation.newand.identical.*
",3
https://github.com/dhaval2025/RoaringBitmap,## Funding,  This work was supported by NSERC grant number 26143.,5
https://github.com/dluxemburg/node-google-spreadsheets,# NodeJS Google Spreadsheets Data API, A simple Node.js library to read data from a Google Spreadsheet.,1
https://github.com/dluxemburg/node-google-spreadsheets,## Basic Example,"  var GoogleSpreadsheets = require(""google-spreadsheets"");

GoogleSpreadsheets({
	key: ""<spreadsheet key>""
}, function(err, spreadsheet) {
	spreadsheet.worksheets[0].cells({
		range: ""R1C1:R5C5""
	}, function(err, cells) {
		// Cells will contain a 2 dimensional array with all cell data in the
		// range requested.
	});
});
",3
https://github.com/dluxemburg/node-google-spreadsheets,## API,"  GoogleSpreadsheets = module.exports = function(opts, callback); Loads a Spreadsheet from the API. opts may contain the following: - `key`: *(required)* spreadsheet key
- `auth`: *(optional)* authentication key from Google ClientLogin
 GoogleSpreadsheets.rows = function(opts, callback); Loads a set of rows for a specific Spreadsheet from the API. Note that this call is direct, you must supply all auth, spreadsheet and worksheet information. opts:
- key: (required) spreadsheet key
- worksheet: (required) worksheet id. Can be a numeric index (starting from 1), or the proper string identifier for a worksheet.
- start: (optional) starting index for returned results
- num: (optional) number of results to return
- auth: (optional) authentication key from Google ClientLogin GoogleSpreadsheets.cells = function(opts, callback); Loads a group of cells for a specific Spreadsheet from the API. Note that this call is direct, you must supply all auth, spreadsheet and worksheet information. opts:
- key: (required) spreadsheet key
- worksheet: (required) worksheet id. Can be a numeric index (starting from 1), or the proper string identifier for a worksheet.
- range: (optional) A range (in the format of R1C1) of cells to retrieve. e.g R15C2:R37C8. Range is inclusive.
- auth: (optional) authentication key from Google ClientLogin Spreadsheet Object returned from GoogleSpreadsheets() call. This object has the following properties:
- title: title of Spreadsheet
- updated: date Spreadsheet was last updated.
- author: object containing name and email of author of Spreadsheet.
- worksheets: Array of Worksheets contained in this spreadsheet. Worksheet Represents a single worksheet contained in a Spreadsheet. Obtain this via Spreadsheet.worksheets. Worksheet has the following properties:
- rowCount: number of rows in worksheet.
- colCount: number of columns in worksheet.
- Worksheet.rows(opts, cb): convenience method to call Spreadsheets.rows, just pass in start and num - will automatically pass spreadsheet key, worksheet id, and auth info (if applicable)
- Worksheet.cols(opts, cb): convenience method to call Spreadsheets.cols, will automatically pass spreadsheet key, worksheet id, and auth info (if applicable). opts can contain range, etc.",36
https://github.com/dluxemburg/node-google-spreadsheets,## A note on authentication,"  The Google Spreadsheets Data API reference and developers guide is a little ambiguous
about how you access a ""published"" public Spreadsheet. If you wish to work with a Google Spreadsheet without authenticating, not only
must the Spreadsheet in question be visible to the web, but it must also have
been explicitly published using the ""Share"" button in the top right corner of
the Google Spreadsheets GUI. Generally, you'll find alot of public spreadsheets may not have had this
treatment, so your best bet is to just authenticate a Google account and
access the API in that manner. This library supports authenticated calls, when it is provided an authentication
key from Google ClientLogin. The actualy authentication is not handled by this
library. I would recommend the googleclientlogin",36
https://github.com/dluxemburg/node-google-spreadsheets,### Authentication example (using googleclientlogin):,"  var googleAuth = new GoogleClientLogin({
  email: '<email>',
  password: '<password>',
  service: 'spreadsheets',
  accountType: GoogleClientLogin.accountTypes.google
});

googleAuth.on(GoogleClientLogin.events.login, function(){
	GoogleSpreadsheets({
		key: ""<key>"",
		auth: googleAuth.getAuthId()
	}, function(err, spreadsheet) {
		spreadsheet.worksheets[0].cells({
			range: ""R1C1:R5C6""
		}, function(err, cells) {
			// bleh!
		});
	});
});

googleAuth.login();
",3
https://github.com/dluxemburg/node-google-spreadsheets,## TODO:,"  - Publish to npm (lol)
- Write some tests
",4
https://github.com/dluxemburg/node-google-spreadsheets,## Further possibilities for this library,"  - Edit functionality
- Sorting/filtering on row listing
- Filtering on cell listing.
",6
https://github.com/dluxemburg/node-google-spreadsheets,## Links,"  - <http://code.google.com/apis/spreadsheets/>
- <https://github.com/Ajnasz/GoogleClientLogin>
",6
https://github.com/mroth/extwitter,"# ExTwitter [![Build Status](https://img.shields.io/travis/parroty/extwitter.svg Build Status"")](http://travis-ci.org/parroty/extwitter) [![Coverage Status](http://img.shields.io/coveralls/parroty/extwitter.svg)](https://coveralls.io/r/parroty/extwitter) [![Inline docs](http://inch-ci.org/github/parroty/extwitter.svg?branch=master&style=flat)](http://inch-ci.org/github/parroty/extwitter)""", Twitter client library for elixir. It uses erlang-oauth to call Twitter's REST API. It only supports very limited set of functions yet. Refer to lib/extwitter.ex and test/extwitter_test.exs for available functions and examples.,16
https://github.com/mroth/extwitter,### Documentation,"  
http://hexdocs.pm/extwitter
",6
https://github.com/mroth/extwitter,### Usage,"  
Add extwitter to deps section in the mix.exs.
Use ExTwitter.configure to setup Twitter's OAuth authentication paramters. Refer to https://dev.twitter.com/docs for the detail.
Call functions in ExTwitter module (ex. ExTwitter.search(""test"")).
",3
https://github.com/mroth/extwitter,#### Configuration,"  The default behaviour is to configure using the application environment: In config/config.exs, add: config :ex_twitter, :oauth, [
   consumer_key: """",
   consumer_secret: """",
   access_token: """",
   access_token_secret: """"
] Or manually at runtime: ExTwitter.configure([consumer_key: """", ...]) You can also configure the current process only: ExTwitter.configure(:process, [consumer_key: """", ...])",3
https://github.com/mroth/extwitter,#### mix.exs,"  defp deps do
  [
    {:oauth, github: ""tim/erlang-oauth""},
    {:extwitter, ""~> 0.2""}
  ]
end",3
https://github.com/mroth/extwitter,### Sample,  Sample execution on iex.,3
https://github.com/mroth/extwitter,#### configure,"  $ iex -S mix
Interactive Elixir - press Ctrl+C to exit (type h() ENTER for help) ExTwitter.configure(
   consumer_key: System.get_env(""TWITTER_CONSUMER_KEY""),
   consumer_secret: System.get_env(""TWITTER_CONSUMER_SECRET""),
   access_token: System.get_env(""TWITTER_ACCESS_TOKEN""),
   access_token_secret: System.get_env(""TWITTER_ACCESS_SECRET"")
)

:ok",3
https://github.com/mroth/extwitter,#### search,"  Example for normal API. ExTwitter.search(""elixir-lang"", [count: 5]) |>
   Enum.map(fn(tweet) -> tweet.text end) |>
   Enum.join(""\n-----\n"") |>
   IO.puts

# => Tweets will be displayed in the console as follows.
@xxxx have you tried this yet?
-----
@yyyy You mean this? http://t.co/xxxx That had sailed below my radar thus far.
-----
@zzzz #elixir-lang. I'm jadams
-----
Akala ko 100 nalang kulang ko sa dark elixir para sa Barb King summoner level.
-----
@aaaa usually kasi magbbuzz lang yan pag luma na string. talaga ang elixir.
:ok",3
https://github.com/mroth/extwitter,# => Tweets will be displayed in the console as follows.,"  Example for streaming API. stream = ExTwitter.stream_filter(track: ""apple"") |>
  Stream.map(fn(x) -> x.text end) |>
  Stream.map(fn(x) -> IO.puts ""#{x}\n---------------\n"" end)
Enum.to_list(stream)

# => Tweets will be displayed in the console as follows.
Apple 'iWatch' rumour round-up
---------------
Apple iPhone 4s 16GB Black Verizon - Cracked Screen, WORKS PERFECTLY!
---------------
Apple iPod nano 7th Generation (PRODUCT) RED (16 GB) (Latest Model) - Full read by
---------------
...
... The ExTwitter.stream_control method allows to send a message to stop the stream. # An example to stop receiving stream after 5 seconds passed.
pid = spawn(fn ->
  stream = ExTwitter.stream_filter(track: ""apple"")
  for tweet <- stream do
    IO.puts tweet.text
  end
end)

:timer.sleep(5000)
ExTwitter.stream_control(pid, :stop) Twitter returns several message types (dev.twitter.com - Streaming message types). These messages are returned when receive_messages option is specified. stream = ExTwitter.stream_sample(receive_messages: true)
for message <- stream do
  case message do
    tweet = %ExTwitter.Model.Tweet{} ->
      IO.puts ""tweet = #{tweet.text}""

    deleted_tweet = %ExTwitter.Model.DeletedTweet{} ->
      IO.puts ""deleted tweet = #{deleted_tweet.status[""id""]}""

    limit = %ExTwitter.Model.Limit{} ->
      IO.puts ""limit = #{limit.track}""

    stall_warning = %ExTwitter.Model.StallWarning{} ->
      IO.puts ""stall warning = #{stall_warning.code}""

    _ ->
      IO.inspect message
  end
end",3
https://github.com/mroth/extwitter,## @xxxx have you tried this yet?,"  Some of Twtitter API have paging capability for retrieving large number of items through cursor. The following is an example to iteratively call the API to fetch all the items. defmodule Retriever do
  def follower_ids(screen_name, acc \\ [], cursor \\ -1) do
    cursor = fetch_next(screen_name, cursor)
    if Enum.count(cursor.items) == 0 do
      List.flatten(acc)
    else
      follower_ids(screen_name, [cursor.items|acc], cursor.next_cursor)
    end
  end

  defp fetch_next(screen_name, cursor) do
    try do
      ExTwitter.follower_ids(screen_name, cursor: cursor)
    rescue
      e in ExTwitter.RateLimitExceededError ->
        :timer.sleep ((e.reset_in + 1) * 1000)
        fetch_next(screen_name, cursor)
    end
  end
end

ids = Retriever.follower_ids(""TwitterDev"")
IO.puts ""Follower count for TwitterDev is #{Enum.count(ids)}.""
# => Follower count for TwitterDev is 38469.",3
https://github.com/mroth/extwitter,## @yyyy You mean this? http://t.co/xxxx That had sailed below my radar thus far.,,3
https://github.com/mroth/extwitter,## @zzzz #elixir-lang. I'm jadams,,3
https://github.com/mroth/extwitter,## Akala ko 100 nalang kulang ko sa dark elixir para sa Barb King summoner level.,,3
https://github.com/mroth/extwitter,#### streaming,"Example for streaming API.

stream = ExTwitter.stream_filter(track: ""apple"") |>
  Stream.map(fn(x) -> x.text end) |>
  Stream.map(fn(x) -> IO.puts ""#{x}\n---------------\n"" end)
Enum.to_list(stream)",3
https://github.com/mroth/extwitter,# => Tweets will be displayed in the console as follows.,,3
https://github.com/mroth/extwitter,## Apple 'iWatch' rumour round-up,,3
https://github.com/mroth/extwitter,"## Apple iPhone 4s 16GB Black Verizon - Cracked Screen, WORKS PERFECTLY!",,3
https://github.com/mroth/extwitter,## Apple iPod nano 7th Generation (PRODUCT) RED (16 GB) (Latest Model) - Full read by,,3
https://github.com/mroth/extwitter,# An example to stop receiving stream after 5 seconds passed.,,3
https://github.com/mroth/extwitter,#### cursor,"Some of Twtitter API have paging capability for retrieving large number of items through cursor. The following is an example to iteratively call the API to fetch all the items.

defmodule Retriever do
  def follower_ids(screen_name, acc \\ [], cursor \\ -1) do
    cursor = fetch_next(screen_name, cursor)
    if Enum.count(cursor.items) == 0 do
      List.flatten(acc)
    else
      follower_ids(screen_name, [cursor.items|acc], cursor.next_cursor)
    end
  end

  defp fetch_next(screen_name, cursor) do
    try do
      ExTwitter.follower_ids(screen_name, cursor: cursor)
    rescue
      e in ExTwitter.RateLimitExceededError ->
        :timer.sleep ((e.reset_in + 1) * 1000)
        fetch_next(screen_name, cursor)
    end
  end
end

ids = Retriever.follower_ids(""TwitterDev"")
IO.puts ""Follower count for TwitterDev is #{Enum.count(ids)}.""",3
https://github.com/mroth/extwitter,# => Follower count for TwitterDev is 38469.,,3
https://github.com/mroth/extwitter,### Notes,"  run_iex.sh launches iex, with initially calling ExTwitter.configure defined as iex/dot.iex. $ ./run_iex.sh
Erlang/OTP 17 [erts-6.3] [source] [64-bit] [smp:4:4] [async-threads:10]...
Interactive Elixir (1.0.2) - press Ctrl+C to exit (type h() ENTER for help)
iex(1)> (ExTwitter.search(""elixir"") |> List.first).text
...",3
https://github.com/arodrime/homebrew,# Homebrew," Features, usage and installation instructions are summarized on the homepage.",16
https://github.com/arodrime/homebrew,## What Packages Are Available?,"  
You can browse the Formula directory on GitHub.
Or type brew search for a list.
Or visit braumeister.org to browse packages online.
",6
https://github.com/arodrime/homebrew,## More Documentation,  brew help or man brew or check our wiki.,6
https://github.com/arodrime/homebrew,## Troubleshooting,"  First, please run brew update and brew doctor. Second, read the Troubleshooting Checklist. If you don't read these it will take us far longer to help you with your problem.",36
https://github.com/arodrime/homebrew,## Who Are You?,  Homebrew is maintained by the core contributors. Homebrew was originally created by Max Howell.,5
https://github.com/arodrime/homebrew,## License,  Code is under the BSD 2 Clause (NetBSD) license.,5
https://github.com/arodrime/homebrew,## Donations,  We accept tips through Gittip. ,5
https://github.com/tylabs/quicksand_lite,# QuickSand.io,"   For QuickSand Version 2 written in Python with PDF analysis support, see quicksand.io. QuickSand Version 1 Lite is no longer being actively developed. QuickSand is a compact C framework to analyze suspected malware documents to 1) identify exploits in streams of different encodings, 2) locate and extract embedded executables. By having the ability to locate embedded obfuscated executables, QuickSand could detect documents that contain zero-day or unknown obfuscated exploits.",12
https://github.com/tylabs/quicksand_lite,## File Formats For Exploit and Active Content Detection,"  
doc, docx, docm, rtf, etc
ppt, pptx, pps, ppsx, etc
xls, xlsx, etc
mime mso
eml email
",1
https://github.com/tylabs/quicksand_lite,## File Formats For Executable Detection,"  
All of the above, plus PDF.
Any document format such as HWP.
",1
https://github.com/tylabs/quicksand_lite,## Lite Version - Mplv2 License,"  
Key dictionary up to 256 byte XOR
Bitwise ROL, ROR, NOT
Addition or substraction math cipher
Executable extraction: Windows, Mac, Linux, VBA
Exploit search
RTF pre processing
Hex stream extract
Base 64 Stream extract
Embedded Zip extract
ExOleObjStgCompressedAtom extract
zLib Decode
Mime Mso xml Decoding
OpenXML decode (unzip)
Yara signatures included: Executables, active content, exploits CVE 2014 and earlier
 Example results and more info blog post",6
https://github.com/tylabs/quicksand_lite,## Full Version - Commercial License,"  
Key cryptanalysis 1-1024 bytes factors of 2; or a specified odd size 1-1024 bytes
1 Byte zerospace not replaced brute force XOR search
XOR Look Ahead cipher
More Yara signatures included: All lite plus most recent exploits 2014-2016 for CVE identification
Try the full version online at QuickSand.io
",4
https://github.com/tylabs/quicksand_lite,## Dependencies (not included),"  
Yara 3.4+
zlib 1.2.1+
libzip 1.1.1+
",3
https://github.com/tylabs/quicksand_lite,## Distributed components under their own licensing,"  
MD5 by RSA Data Security, Inc.
SHA1 by Paul E. Jones
SHA2 by Aaron D. Gifford
jWrite by TonyWilk for json output
tinydir by Cong Xu, Baudouin Feildel for directory processing
",3
https://github.com/tylabs/quicksand_lite,## Quick Start,"  
./build.sh
./quicksand.out -h
./quicksand.out malware.doc
",3
https://github.com/tylabs/quicksand_lite,## Documentation,  QuickSand.io,6
https://github.com/tylabs/quicksand_lite,"## Copyright, License, and Trademark","  ""QuickSand.io"" name and the QuickSand application logo are Copyright 2016 Tyler McLellan and Tylabs and their use requires written permission from the author. Source code quicksand.c, libqs.h, libqs.c and the yara signatures except where noted are Copyright 2016 Tyler McLellan and Tylabs. See included Mozilla Public License Version 2.0 for licensing information.",5
https://github.com/EmanueleMinotto/installer,# The Puli Installer," 




 Latest release: none PHP >= 5.3.9 Installs puli.phar on your system. Use it like this: $ curl https://puli.io/installer | php
",134
https://github.com/EmanueleMinotto/installer,## Authors,"  
Bernhard Schussek a.k.a. @webmozart
The Community Contributors
",5
https://github.com/EmanueleMinotto/installer,## Contribute,"  Contributions to are very welcome! 
Report any bugs or issues you find on the issue tracker.
You can grab the source code at Puli’s Git repository.
",7
https://github.com/EmanueleMinotto/installer,## Support,"  If you are having problems, send a mail to bschussek@gmail.com or shout out to
@webmozart on Twitter.",6
https://github.com/EmanueleMinotto/installer,## License,  All contents of this package are licensed under the MIT license.,5
https://github.com/manekinekko/gaia,# Gaia," Gaia is Mozilla's Phone UX for the Boot to Gecko (B2G) project. Boot to Gecko aims to create a complete, standalone operating system for the open web. You can read more about B2G here: 
http://mozilla.org/b2g
 follow us on twitter: @Boot2Gecko 
http://twitter.com/Boot2Gecko
 join the Gaia mailing list: 
http://groups.google.com/group/mozilla.dev.gaia
 and talk to us on IRC: 
#gaia on irc.mozilla.org
",156
https://github.com/manekinekko/gaia,## Hacking Gaia,"  The Gaia/Hacking page on MDN has all the information that you need to start working on Gaia, including building and running Gaia on a compatible device or desktop computer.",6
https://github.com/manekinekko/gaia,## Autolander (bot),"  Autolander is a bot which integrations github and bugzilla workflows. Opt-into new features by adding +autolander to your pull request title. Features available: 
Automatic pull request to bugzilla attachment linking.
Automatic landing, on green integration run, with a R+ from a suggested reviewer and checkin-needed keyword.
Comments in the bug with the landed commit, and marks the bug as fixed.
Validates pull request title and commit message formats.
Currently only runs a subset of the gaia CI tests which are stable on taskcluster. Ensure you have a green gaia-try run before adding checkin-needed.
See more at: https://github.com/mozilla/autolander
",1
https://github.com/manekinekko/gaia,## Tests, ,3
https://github.com/manekinekko/gaia,### Unit Tests,"  Unit tests for an app go in apps/<APP>/test/unit/. To run all the unit tests with B2G Desktop: 

Run DEBUG=1 make


Run make test-agent-server &


Run B2G Desktop and open the Test Agent app


Run make test-agent-test
or make test-agent-test APP=<APP> to run unit tests for a
specific app

 More importantly, you can use test-agent-server to watch the files
on the filesystem and execute relevant tests when they change: 
Run DEBUG=1 make
Run make test-agent-server &
Run B2G Desktop and open the Test Agent app
Edit files and when you save them, glance at the console with
test-agent-server running
 Note: If you add new files, you will need to restart test-agent-server. As a convenience, you can also use the gaia-test script to launch the
test-agent-server and open the Test Agent app in firefox: 
Add firefox to your $PATH or set $FIREFOX to your preferred
firefox/aurora/nightly binary.
Run ./bin/gaia-test to run the test-agent-server and launch firefox.
Run make test-agent-test or modify files as described above.
 For more details on writing tests, see:
https://developer.mozilla.org/en/Mozilla/Boot_to_Gecko/Gaia_Unit_Tests",3
https://github.com/manekinekko/gaia,### Integration Tests,"  Gaia uses
marionette-js-runner
to run the tests with a custom builder for gaia. Tests should live with the rest of your apps code (in apps/my_app/test/marionette) and
test files should end in _test.js. All integration tests run under a node environment. You need node >= 0.10
for this to work predictably. Shared code for tests lives under shared/test/integration.",3
https://github.com/manekinekko/gaia,#### Running integration tests,"  NOTE: unless your tests end in _test.js they will not be
automatically picked up by make test-integration. make test-integration",3
https://github.com/manekinekko/gaia,#### Invoking a test file,"  make test-integration TEST_FILES=<test> For example, we could run the day_view_test.js test in calendar app with the below command. make test-integration TEST_FILES=apps/calendar/test/marionette/day_view_test.js
 If you would like to run more than one test, we could do the below command. make test-integration TEST_FILES=""apps/calendar/test/marionette/day_view_test.js apps/calendar/test/marionette/today_test.js""
",3
https://github.com/manekinekko/gaia,#### Invoking tests for a specific app,"  make test-integration APP=<APP> For example, we could run all tests for the calendar app with make test-integration APP=calendar.",3
https://github.com/manekinekko/gaia,#### Skipping a test file,"  make test-integration SKIP_TEST_FILES=<test> For example, we could skip the day_view_test.js test in calendar app with the below command. make test-integration SKIP_TEST_FILES=apps/calendar/test/marionette/day_view_test.js
 If you would like to skip more than one test, we could do the below command. make test-integration SKIP_TEST_FILES=""apps/calendar/test/marionette/day_view_test.js apps/calendar/test/marionette/today_test.js""
 Notice that we could not use the TEST_FILES and SKIP_TEST_FILES parameters at the same time.",3
https://github.com/manekinekko/gaia,#### Running tests while working,"  If you wish to run many tests in background you might not want to be disturbed
by the b2g-desktop window popping everytime, or the sound. One solution for
the first issue is to use Xvfb: xvfb-run make test-integration If you are using PulseAudio and want to keep the tests quied, then just force
an invalid server: PULSE_SERVER="":"" make test-integration You can of course combine both: PULSE_SERVER="":"" xvfb-run make test-integration",3
https://github.com/manekinekko/gaia,#### Running tests without building profile,"  if you would like to run tests without building profile, use make test-integration-test: PROFILE_FOLDER=profile-test make # generate profile directory in first time
make test-integration-test",3
https://github.com/manekinekko/gaia,#### Debugging Tests,  To view log out from a test make test-integration VERBOSE=1,3
https://github.com/manekinekko/gaia,#### Running tests in OOP mode,  To run tests in OOP mode make test-integration OOP=1,3
https://github.com/manekinekko/gaia,#### Where to find documentation,"  
Node.js
MDN: for high level overview
mocha: which is wrapped by marionette-js-runner
marionette-js-runner: for the test framework
marionette-client: for anything to do with client.X
",6
https://github.com/manekinekko/gaia,#### Gotchas,"  

For performance reasons we don't run make profile for each test
run this means you need to manually remove the profile-test
folder when you make changes to your apps.


If you don't have a b2g folder one will be downloaded for you.
This can be problematic if you're offline. You can symlink a
b2g-desktop directory to b2g/ in gaia to avoid the download.


If you have some weird node errors, try removing node_modules since
things may be stale.


To get debug information from the b2g desktop client, run this:
DEBUG=b2g-desktop TEST_FILES=name/of/test.js ./bin/gaia-marionette


To get debug information from b2g desktop and all of the marionette
plugins, run this:
DEBUG=* TEST_FILES=name/of/test.js ./bin/gaia-marionette

",3
https://github.com/manekinekko/gaia,### UI Tests, ,6
https://github.com/manekinekko/gaia,#### Functional,  See Gaia functional tests README,6
https://github.com/manekinekko/gaia,#### Endurance,  See how to run the Gaia endurance tests,6
https://github.com/manekinekko/gaia,### Build System Tests,  Build system has its own unit test and integration test. Both are running on Node.js,3
https://github.com/manekinekko/gaia,#### Build System Unit Tests,"  To run unit test locally, using following command: $ make build-test-unit
",3
https://github.com/manekinekko/gaia,#### Build System Integration Tests,"  To run integration test locally, using following command: $ make build-test-integration
",3
https://github.com/manekinekko/gaia,## Generate jsdoc,"  To generate API reference locally, you have to install grunt with following command: $ npm -g grunt-cli then run make docs command to generate docs.
The generated API docs will be located in docs folder. You could generate single app doc with this: $ grunt jsdoc:system",3
https://github.com/Koulio/jison,# Jison," 
issues
discuss
 ",16
https://github.com/Koulio/jison,## An API for creating parsers in JavaScript,"  Jison generates bottom-up parsers in JavaScript. Its API is similar to Bison's, hence the name. It supports many of Bison's major features, plus some of its own. If you are new to parser generators such as Bison, and Context-free Grammars in general, a good introduction is found in the Bison manual. If you already know Bison, Jison should be easy to pickup. Briefly, Jison takes a JSON encoded grammar or Bison style grammar and outputs a JavaScript file capable of parsing the language described by that grammar. You can then use the generated script to parse inputs and accept, reject, or perform actions based on the input.",1
https://github.com/Koulio/jison,## Installation,"  Jison can be installed for Node using npm Using npm: npm install jison -g
",3
https://github.com/Koulio/jison,## Usage from the command line,"  Clone the github repository for examples: git clone git://github.com/zaach/jison.git
cd jison/examples
 Now you're ready to generate some parsers: jison calculator.jison
 This will generate calculator.js in your current working directory. This file can be used to parse an input file, like so: echo ""2^32 / 1024"" > testcalc
node calculator.js testcalc
 This will print out 4194304. Full cli option list: Usage: jison [file] [lexfile] [options]

file        file containing a grammar
lexfile     file containing a lexical grammar

Options:
   -j, --json                    force jison to expect a grammar in JSON format
   -o FILE, --outfile FILE       Filename and base module name of the generated parser
   -t, --debug                   Debug mode
   -m TYPE, --module-type TYPE   The type of module to generate (commonjs, amd, js)
   -p TYPE, --parser-type TYPE   The type of algorithm to use for the parser (lr0, slr, lalr, lr)
   -V, --version                 print version and exit
",3
https://github.com/Koulio/jison,## Usage from a CommonJS module,"  You can generate parsers programatically from JavaScript as well. Assuming Jison is in your commonjs environment's load path: // mygenerator.js
var Parser = require(""jison"").Parser;

// a grammar in JSON
var grammar = {
    ""lex"": {
        ""rules"": [
           [""\\s+"", ""/* skip whitespace */""],
           [""[a-f0-9]+"", ""return 'HEX';""]
        ]
    },

    ""bnf"": {
        ""hex_strings"" :[ ""hex_strings HEX"",
                         ""HEX"" ]
    }
};

// `grammar` can also be a string that uses jison's grammar format
var parser = new Parser(grammar);

// generate source, ready to be written to disk
var parserSource = parser.generate();

// you can also use the parser directly from memory

// returns true
parser.parse(""adfe34bc e82a"");

// throws lexical error
parser.parse(""adfe34bc zxg"");
",3
https://github.com/Koulio/jison,## More Documentation,"  For more information on creating grammars and using the generated parsers, read the documentation.",6
https://github.com/Koulio/jison,## How to contribute,"  See CONTRIBUTING.md for contribution guidelines, how to run the tests, etc.",7
https://github.com/Koulio/jison,## Projects using Jison,"  View them on the wiki, or add your own.",6
https://github.com/Koulio/jison,## Contributors,"  Githubbers Special thanks to Jarred Ligatti, Manuel E. Bermúdez",5
